Product_ID,Product_Name,Gender,Category,Subcategory,Color,Price,Season
478553,Pocketable UV Protection Parka,Female,Outerwear,Jacket,01 OFF WHITE,$49.90,Fall/Winter
478553,Pocketable UV Protection Parka,Female,Outerwear,Jacket,02 LIGHT GRAY,$49.90,Fall/Winter
478553,Pocketable UV Protection Parka,Female,Outerwear,Jacket,12 PINK,$49.90,Fall/Winter
478553,Pocketable UV Protection Parka,Female,Outerwear,Jacket,59 DARK GREEN,$49.90,Fall/Winter
479972,Flannel Checked Shorts,Female,Bottoms,Shorts,10 PINK,$24.90,Spring/Summer
479972,Flannel Checked Shorts,Female,Bottoms,Shorts,55 GREEN,$24.90,Spring/Summer
479972,Flannel Checked Shorts,Female,Bottoms,Shorts,63 BLUE,$24.90,Spring/Summer
479972,Flannel Checked Shorts,Female,Bottoms,Shorts,68 BLUE,$24.90,Spring/Summer
473701,Linen Blend Skort,Female,Bottoms,Skirts,01 OFF WHITE,$14.90,Spring/Summer
473701,Linen Blend Skort,Female,Bottoms,Skirts,09 BLACK,$14.90,Spring/Summer
473701,Linen Blend Skort,Female,Bottoms,Skirts,12 PINK,$14.90,Spring/Summer
473701,Linen Blend Skort,Female,Bottoms,Skirts,38 DARK BROWN,$14.90,Spring/Summer
473701,Linen Blend Skort,Female,Bottoms,Skirts,56 OLIVE,$14.90,Spring/Summer
477522,Drapey Denim Skort,Female,Bottoms,Skirts,30 NATURAL,$19.90,Spring/Summer
477522,Drapey Denim Skort,Female,Bottoms,Skirts,62 BLUE,$19.90,Spring/Summer
477522,Drapey Denim Skort,Female,Bottoms,Skirts,65 BLUE,$19.90,Spring/Summer
481040,Oversized Sweatshirt,Unisex,Tops,Sweatshirts,05 GRAY,$39.90,Fall/Winter
481040,Oversized Sweatshirt,Unisex,Tops,Sweatshirts,03 GRAY,$39.90,Fall/Winter
481040,Oversized Sweatshirt,Unisex,Tops,Sweatshirts,09 BLACK,$39.90,Fall/Winter
481040,Oversized Sweatshirt,Unisex,Tops,Sweatshirts,34 BROWN,$39.90,Fall/Winter
481040,Oversized Sweatshirt,Unisex,Tops,Sweatshirts,58 DARK GREEN,$39.90,Fall/Winter
481040,Oversized Sweatshirt,Unisex,Tops,Sweatshirts,69 NAVY,$39.90,Fall/Winter
475384,Ultra Stretch Active Jogger Pants,Male,Bottoms,Sweatpants,02 LIGHT GRAY,$39.90,Fall/Winter
475384,Ultra Stretch Active Jogger Pants,Male,Bottoms,Sweatpants,08 DAKR GRAY,$39.90,Fall/Winter
475384,Ultra Stretch Active Jogger Pants,Male,Bottoms,Sweatpants,09 BLACK,$39.90,Fall/Winter
475384,Ultra Stretch Active Jogger Pants,Male,Bottoms,Sweatpants,32 BEIGE,$39.90,Fall/Winter
475384,Ultra Stretch Active Jogger Pants,Male,Bottoms,Sweatpants,68 BLUE,$39.90,Fall/Winter
476081,Stretch Easy Shorts,Unisex,Bottoms,Shorts,08 DARK GRAY,$29.90,Spring/Summer
476081,Stretch Easy Shorts,Unisex,Bottoms,Shorts,09 BLACK,$29.90,Spring/Summer
476081,Stretch Easy Shorts,Unisex,Bottoms,Shorts,18 WINE,$29.90,Spring/Summer
476081,Stretch Easy Shorts,Unisex,Bottoms,Shorts,31 BEIGE,$29.90,Spring/Summer
476081,Stretch Easy Shorts,Unisex,Bottoms,Shorts,56 OLIVE,$29.90,Spring/Summer
476081,Stretch Easy Shorts,Unisex,Bottoms,Shorts,62 BLUE,$29.90,Spring/Summer
481156,3D Knit Cotton Sweater,Female,Tops,Sweater,31 BEIGE,$39.90,Spring/Summer
481156,3D Knit Cotton Sweater,Female,Tops,Sweater,01 OFF WHITE,$39.90,Spring/Summer
481156,3D Knit Cotton Sweater,Female,Tops,Sweater,55 GREEN,$39.90,Spring/Summer
481156,3D Knit Cotton Sweater,Female,Tops,Sweater,09 BLACK,$39.90,Spring/Summer
479158,Souffle Yarn Mock Neck Sweater,Female,Tops,Sweater,32 BEIGE,$39.90,Fall/Winter
479158,Souffle Yarn Mock Neck Sweater,Female,Tops,Sweater,01 OFF WHITE,$39.90,Fall/Winter
479158,Souffle Yarn Mock Neck Sweater,Female,Tops,Sweater,08 DARK GRAY,$39.90,Fall/Winter
479158,Souffle Yarn Mock Neck Sweater,Female,Tops,Sweater,10 PINK,$39.90,Fall/Winter
479158,Souffle Yarn Mock Neck Sweater,Female,Tops,Sweater,38 DARK BROWN,$39.90,Fall/Winter
479158,Souffle Yarn Mock Neck Sweater,Female,Tops,Sweater,68 BLUE,$39.90,Fall/Winter
481673,Smooth Cotton Sweater,Female,Tops,Sweater,69 NAVY,$49.90,Spring/Summer
481673,Smooth Cotton Sweater,Female,Tops,Sweater,01 OFF WHITE,$49.90,Spring/Summer
481673,Smooth Cotton Sweater,Female,Tops,Sweater,03 GRAY,$49.90,Spring/Summer
481673,Smooth Cotton Sweater,Female,Tops,Sweater,15 RED,$49.90,Spring/Summer
481673,Smooth Cotton Sweater,Female,Tops,Sweater, 38 DARK BROWN,$49.90,Spring/Summer
481673,Smooth Cotton Sweater,Female,Tops,Sweater,54 GREEN,$49.90,Spring/Summer
481673,Smooth Cotton Sweater,Female,Tops,Sweater,61 BLUE,$49.90,Spring/Summer
479157,Souffle Yarn Sweater,Female,Tops,Sweater,01 OFF WHITE,$49.90,Fall/Winter
479157,Souffle Yarn Sweater,Female,Tops,Sweater,02 LIGHT GRAY,$49.90,Fall/Winter
479157,Souffle Yarn Sweater,Female,Tops,Sweater,08 DARK GRAY,$49.90,Fall/Winter
479157,Souffle Yarn Sweater,Female,Tops,Sweater,19 WINE,$49.90,Fall/Winter
479157,Souffle Yarn Sweater,Female,Tops,Sweater,57 OLIVE,$49.90,Fall/Winter
479157,Souffle Yarn Sweater,Female,Tops,Sweater,62 BLUE ,$49.90,Fall/Winter
479157,Souffle Yarn Sweater,Female,Tops,Sweater,68 BLUE,$49.90,Fall/Winter
479157,Souffle Yarn Sweater,Female,Tops,Sweater,72 PURPLE,$49.90,Fall/Winter
478730,Souffle Yarn Dress,Female,Dress,Midi Dress,68 BLUE,$49.90,Fall/Winter
478730,Souffle Yarn Dress,Female,Dress,Midi Dress,58 DARK GREEN,$49.90,Fall/Winter
478730,Souffle Yarn Dress,Female,Dress,Midi Dress,31 BEIGE,$49.90,Fall/Winter
478730,Souffle Yarn Dress,Female,Dress,Midi Dress,08 DARK GRAY,$49.90,Fall/Winter
