Product_ID,Product_Name,Gender,Category,Subcategory,Color,Price,Season
479751,PUFFTECH Jacket,Female,Outerwear,Jacket,04 GRAY,$79.90,Fall/Winter
479751,PUFFTECH Jacket,Female,Outerwear,Jacket,01 OFF WHITE,$79.90,Fall/Winter
479803,Sweatpants,Male,Bottoms,Sweatpants,09 BLACK,$39.90,Fall/Winter
479803,Sweatpants,Male,Bottoms,Sweatpants,05 GRAY,$39.90,Fall/Winter
479803,Sweatpants,Male,Bottoms,Sweatpants,08 DARK GRAY,$39.90,Fall/Winter
479803,Sweatpants,Male,Bottoms,Sweatpants,38 DARK BROWN,$39.90,Fall/Winter
479803,Sweatpants,Male,Bottoms,Sweatpants,69 NAVY,$39.90,Fall/Winter
474483,AIRism Soft Biker Shorts,Female,Bottoms,Shorts,38 DARK BROWN,$19.90,Spring/Summer
474483,AIRism Soft Biker Shorts,Female,Bottoms,Shorts,36 BROWN,$19.90,Spring/Summer
474483,AIRism Soft Biker Shorts,Female,Bottoms,Shorts,09 BLACK,$19.90,Spring/Summer
474483,AIRism Soft Biker Shorts,Female,Bottoms,Shorts,37 BROWN,$19.90,Spring/Summer
474483,AIRism Soft Biker Shorts,Female,Bottoms,Shorts,38 DARK BROWN,$19.90,Spring/Summer
474483,AIRism Soft Biker Shorts,Female,Bottoms,Shorts,54 GREEN,$19.90,Spring/Summer
474483,AIRism Soft Biker Shorts,Female,Bottoms,Shorts,61 BLUE,$19.90,Spring/Summer
474483,AIRism Soft Biker Shorts,Female,Bottoms,Shorts,69 NAVY,$19.90,Spring/Summer
474483,AIRism Soft Biker Shorts,Female,Bottoms,Shorts,71 PURPLE,$19.90,Spring/Summer
477282,Ultra Stretch Active Skort,Female,Bottoms,Skirts,09 BLACK,$14.90,Spring/Summer
477282,Ultra Stretch Active Skort,Female,Bottoms,Skirts,00 WHITE,$14.90,Spring/Summer
477282,Ultra Stretch Active Skort,Female,Bottoms,Skirts,61 BLUE,$14.90,Spring/Summer
477282,Ultra Stretch Active Skort,Female,Bottoms,Skirts,69 NAVY,$14.90,Spring/Summer
474479,Ultra Stretch Active Jogger Pants,Female,Bottoms,Sweatpants,32 BEIGE,$39.90,Fall/Winter
474479,Ultra Stretch Active Jogger Pants,Female,Bottoms,Sweatpants,07 GRAY,$39.90,Fall/Winter
474479,Ultra Stretch Active Jogger Pants,Female,Bottoms,Sweatpants,09 BLACK,$39.90,Fall/Winter
474479,Ultra Stretch Active Jogger Pants,Female,Bottoms,Sweatpants,69 NAVY,$39.90,Fall/Winter
479689,AIRism Soft Leggings,Female,Bottoms,Leggings,38 DARK BROWN,$39.90,Fall/Winter
479689,AIRism Soft Leggings,Female,Bottoms,Leggings,09 BLACK,$39.90,Fall/Winter
479689,AIRism Soft Leggings,Female,Bottoms,Leggings,36 BROWN,$39.90,Fall/Winter
479689,AIRism Soft Leggings,Female,Bottoms,Leggings,54 GREEN,$39.90,Fall/Winter
479689,AIRism Soft Leggings,Female,Bottoms,Leggings,69 NAVY,$39.90,Fall/Winter
479689,AIRism Soft Leggings,Female,Bottoms,Leggings,71 PURPLE,$39.90,Fall/Winter
480809,AIRism Soft Flare Leggings,Female,Bottoms,Leggings,69 NAVY,$39.90,Fall/Winter
480809,AIRism Soft Flare Leggings,Female,Bottoms,Leggings,09 BLACK,$39.90,Fall/Winter
480809,AIRism Soft Flare Leggings,Female,Bottoms,Leggings,38 DARK BROWN,$39.90,Fall/Winter
480809,AIRism Soft Flare Leggings,Female,Bottoms,Leggings,59 DARK GREEN,$39.90,Fall/Winter
479617,HEATTECH Pile Lined Sweatpants,Female,Bottoms,Sweatpants,01 OFF WHITE,$49.90,Fall/Winter
479617,HEATTECH Pile Lined Sweatpants,Female,Bottoms,Sweatpants,03 GRAY,$49.90,Fall/Winter
479617,HEATTECH Pile Lined Sweatpants,Female,Bottoms,Sweatpants,09 BLACK,$49.90,Fall/Winter
479617,HEATTECH Pile Lined Sweatpants,Female,Bottoms,Sweatpants,58 DARK GREEN,$49.90,Fall/Winter
479617,HEATTECH Pile Lined Sweatpants,Female,Bottoms,Sweatpants,69 NAVY,$49.90,Fall/Winter
478553,Pocketable UV Protection Parka,Female,Outerwear,Jacket,15 RED,$49.90,Fall/Winter
478553,Pocketable UV Protection Parka,Female,Outerwear,Jacket,09 BLACK,$49.90,Fall/Winter
